Namespace,Type,CyclomaticComplexity,DepthOfInheritance,ClassCoupling,LinesOfCode,NumberOfMethods,Toxicity
System.Web.Mvc,TypeCacheUtil,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,TypeConverterModelBinder,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,TypeConverterModelBinderProvider,0,0,0,0,0,0
Microsoft.Web.Mvc,TypeDescriptorHelper,0,0,0,0,0,0
Microsoft.Web.Mvc,TypeDescriptorHelper.MockMetadataProvider,0,0,0,0,0,0
System.Net.Http,TypeExtensions,0,0,0,0,0,0
System.Web.Http.Internal,TypeHelper,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,TypeMatchModelBinder,0,0,0,0,0,0
Microsoft.Web.Mvc.ModelBinding,TypeMatchModelBinderProvider,0,0,0,0,0,0
System.Web.Razor.Generator,TypeMemberCodeGenerator,0,0,0,0,0,0
Microsoft.Web.Mvc.ExpressionUtil,UnaryExpressionFingerprint,0,0,0,0,0,0
System.Web.Http.Results,UnauthorizedResult,0,0,0,0,0,0
System.Web.Mvc,UnobtrusiveValidationAttributesGenerator,0,0,0,0,0,0
System.Net.Http,UnsupportedMediaTypeException,0,0,0,0,0,0
System.Web.Helpers,UnvalidatedRequestValues,0,0,0,0,0,0
System.Web.Mvc,UnvalidatedRequestValuesAccessor,0,0,0,0,0,0
System.Web.Mvc,UnvalidatedRequestValuesWrapper,0,0,0,0,0,0
System.Net.Http,UriExtensions,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,UriHelperExtensions,0,0,0,0,0,0
System.Net.Http.Formatting,UriPathExtensionMapping,0,0,0,0,0,0
System.Web.Http,UriQueryUtility.UrlDecoder,0,0,0,0,0,0
Microsoft.Web.Helpers,UrlBuilder,0,0,0,0,0,0
System.Web.WebPages,UrlDataList,0,0,0,0,0,0
System.Web.Mvc,UrlParameter,0,0,0,0,0,0
System.Web.WebPages,UrlRewriterHelper,0,0,0,0,0,0
System.Web.WebPages,UrlUtil,0,0,0,0,0,0
System.Web.Http.Validation.Validators,ValidatableObjectAdapter,0,0,0,0,0,0
System.Web.Mvc,ValidateAntiForgeryTokenAttribute,0,0,0,0,0,0
System.Web.Mvc,ValidateInputAttribute,0,0,0,0,0,0
System.Web.Helpers,Validation,0,0,0,0,0,0
System.Web.WebPages,ValidationAttributeAdapter,0,0,0,0,0,0
System.Web.WebPages,Validator,0,0,0,0,0,0
System.Web.Mvc.Html,ValueExtensions,0,0,0,0,0,0
System.Web.Mvc,ValueProviderCollection,0,0,0,0,0,0
System.Web.Mvc,ValueProviderFactories,0,0,0,0,0,0
System.Web.Http.ValueProviders,ValueProviderFactory,0,0,0,0,0,0
System.Web.Mvc,ValueProviderFactoryCollection,0,0,0,0,0,0
Microsoft.Web.Mvc,ValueProviderUtil,0,0,0,0,0,0
System.Web.Http.Controllers,ValueResultConverter<T>,0,0,0,0,0,0
System.Web.Razor.Generator,VBCodeWriter,0,0,0,0,0,0
System.Web.Razor.Tokenizer,VBHelpers,0,0,0,0,0,0
System.Web.Razor.Tokenizer.Symbols,VBKeyword,0,0,0,0,0,0
System.Web.Razor.Tokenizer,VBKeywordDetector,0,0,0,0,0,0
System.Web.Razor.Parser,VBLanguageCharacteristics,0,0,0,0,0,0
System.Web.Razor.Generator,VBRazorCodeGenerator,0,0,0,0,0,0
System.Web.Razor,VBRazorCodeLanguage,0,0,0,0,0,0
System.Web.Razor.Tokenizer.Symbols,VBSymbol,0,0,0,0,0,0
System.Web.Razor.Tokenizer.Symbols,VBSymbolType,0,0,0,0,0,0
System.Web.Mvc,ViewContext.ScopeCache,0,0,0,0,0,0
System.Web.Mvc,ViewDataDictionary.ViewDataEvaluator,0,0,0,0,0,0
System.Web.Mvc,ViewDataDictionary.ViewDataEvaluator.ExpressionPair,0,0,0,0,0,0
System.Web.Mvc,ViewDataDictionary<TModel>,0,0,0,0,0,0
System.Web.Mvc,ViewDataInfo,0,0,0,0,0,0
System.Web.Mvc,ViewEngineCollection,0,0,0,0,0,0
System.Web.Mvc,ViewEngineResult,0,0,0,0,0,0
System.Web.Mvc,ViewEngines,0,0,0,0,0,0
Microsoft.Web.Mvc,ViewExtensions,0,0,0,0,0,0
System.Web.Mvc,ViewPage.SwitchWriter.WriterScope,0,0,0,0,0,0
System.Web.Mvc,ViewResult,0,0,0,0,0,0
System.Web.Mvc,ViewResultBase,0,0,0,0,0,0
System.Web.Mvc,ViewType,0,0,0,0,0,0
System.Web.Mvc,ViewTypeControlBuilder,0,0,0,0,0,0
System.Web.Mvc,ViewTypeParserFilter,0,0,0,0,0,0
System.Web.WebPages,VirtualPathFactoryExtensions,0,0,0,0,0,0
System.Web.WebPages,VirtualPathFactoryManager,0,0,0,0,0,0
System.Web.Mvc,VirtualPathProviderViewEngine.AreaAwareViewLocation,0,0,0,0,0,0
System.Web.Mvc,VirtualPathProviderViewEngine.ViewLocation,0,0,0,0,0,0
System.Web.Helpers,VirtualPathUtil,0,0,0,0,0,0
Microsoft.Web.Helpers,VirtualPathUtilityBase,0,0,0,0,0,0
Microsoft.Web.Helpers,VirtualPathUtilityWrapper,0,0,0,0,0,0
System.Web.Http.Controllers,VoidResultConverter,0,0,0,0,0,0
Owin,WebApiAppBuilderExtensions,0,0,0,0,0,0
System.Web.Helpers,WebCache,0,0,0,0,0,0
System.Web.WebPages.Razor,WebCodeRazorHost,0,0,0,0,0,0
System.Web.WebPages.Scope,WebConfigScopeDictionary,0,0,0,0,0,0
System.Web.Mvc,WebFormView,0,0,0,0,0,0
System.Web.Mvc,WebFormViewEngine,0,0,0,0,0,0
System.Web.Helpers,WebGridColumn,0,0,0,0,0,0
System.Web.Helpers,WebGridPagerModes,0,0,0,0,0,0
System.Web.Helpers,WebGridRow,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostAssembliesResolver,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostBufferPolicySelector,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostExceptionCatchBlocks,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostExceptionHandler,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostHttpControllerTypeResolver,0,0,0,0,0,0
System.Web.Http.WebHost,WebHostHttpRequestContext,0,0,0,0,0,0
System.Web.Helpers,WebImage.CropTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.ImageTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.ResizeTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.RotateTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.WatermarkImageTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.WatermarkTextTransformation,0,0,0,0,0,0
System.Web.Helpers,WebImage.WatermarkTransformation,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,WebPackageSource,0,0,0,0,0,0
System.Web.WebPages,WebPageHttpModule,0,0,0,0,0,0
System.Web.WebPages,WebPageMatch,0,0,0,0,0,0
System.Web.WebPages,WebPageRoute,0,0,0,0,0,0
Microsoft.Web.WebPages.OAuth,WebPagesOAuthDataProvider,0,0,0,0,0,0
Microsoft.Web.WebPages.OAuth,WebPagesOAuthTokenManager,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,WebProjectManager.ErrorLogger,0,0,0,0,0,0
System.Web.WebPages.Administration.PackageManager,WebProjectSystem,0,0,0,0,0,0
System.Web.Razor.Parser,WhiteSpaceRewriter,0,0,0,0,0,0
ROOT_PROJECT_NAMESPACE.Areas.HelpPage,XmlDocumentationProvider,0,0,0,0,0,0
Microsoft.Web.Mvc.Resources,XmlFormatHandler,0,0,0,0,0,0
System.Web.Razor.Tokenizer,XmlHelpers,0,0,0,0,0,0
System.Net.Http.Formatting,XmlHttpRequestHeaderMapping,0,0,0,0,0,0
System.Web.Http.Tracing.Tracers,XmlMediaTypeFormatterTracer,0,0,0,0,0,0
