Method,LOC,NP,v(G)
"org.jboss.as.clustering.controller.Operations.createMapPutOperation(PathAddress,Attribute,String,String)",5,4,1
"org.jboss.as.clustering.controller.Operations.createMapRemoveOperation(PathAddress,Attribute,String)",3,3,1
"org.jboss.as.clustering.controller.Operations.createReadAttributeOperation(PathAddress,Attribute)",9,2,1
"org.jboss.as.clustering.controller.Operations.createReadResourceOperation(PathAddress)",3,1,1
"org.jboss.as.clustering.controller.Operations.createUndefineAttributeOperation(PathAddress,Attribute)",9,2,1
"org.jboss.as.clustering.controller.Operations.createWriteAttributeOperation(PathAddress,Attribute,ModelNode)",12,3,1
"org.jboss.as.clustering.controller.Operations.getAllWriteAttributeOperationNames()",11,0,1
"org.jboss.as.clustering.controller.Operations.getAttributeName(ModelNode)",8,1,1
"org.jboss.as.clustering.controller.Operations.getAttributeValue(ModelNode)",8,1,2
"org.jboss.as.clustering.controller.Operations.getName(ModelNode)",8,1,1
"org.jboss.as.clustering.controller.Operations.getPathAddress(ModelNode)",8,1,1
"org.jboss.as.clustering.controller.Operations.setPathAddress(ModelNode,PathAddress)",8,2,1
"org.jboss.as.clustering.controller.ParentResourceServiceHandler.ParentResourceServiceHandler(ResourceServiceBuilderFactory<T>)",3,1,1
"org.jboss.as.clustering.controller.ParentResourceServiceHandler.installServices(OperationContext,ModelNode)",4,2,1
"org.jboss.as.clustering.controller.Registration.register(R)",n/a,1,n/a
"org.jboss.as.clustering.controller.ReloadRequiredWriteAttributeHandler.ReloadRequiredWriteAttributeHandler(WriteAttributeStepHandlerDescriptor)",4,1,1
"org.jboss.as.clustering.controller.ReloadRequiredWriteAttributeHandler.finishModelStage(OperationContext,ModelNode,String,ModelNode,ModelNode,Resource)",13,6,3
"org.jboss.as.clustering.controller.ReloadRequiredWriteAttributeHandler.register(ManagementResourceRegistration)",4,1,1
"org.jboss.as.clustering.controller.RemoveStepHandler.RemoveStepHandler(RemoveStepHandlerDescriptor)",3,1,1
"org.jboss.as.clustering.controller.RemoveStepHandler.RemoveStepHandler(RemoveStepHandlerDescriptor,ResourceServiceHandler)",4,2,1
"org.jboss.as.clustering.controller.RemoveStepHandler.performRuntime(OperationContext,ModelNode,ModelNode)",6,3,2
"org.jboss.as.clustering.controller.RemoveStepHandler.recordCapabilitiesAndRequirements(OperationContext,ModelNode,Resource)",13,3,3
"org.jboss.as.clustering.controller.RemoveStepHandler.recoverServices(OperationContext,ModelNode,ModelNode)",6,3,2
"org.jboss.as.clustering.controller.RemoveStepHandler.register(ManagementResourceRegistration)",4,1,1
"org.jboss.as.clustering.controller.RemoveStepHandlerDescriptor.getCapabilities()",n/a,0,n/a
"org.jboss.as.clustering.controller.RemoveStepHandlerDescriptor.getDescriptionResolver()",n/a,0,n/a
"org.jboss.as.clustering.controller.RequiredCapability.RequiredCapability(String)",3,1,1
"org.jboss.as.clustering.controller.RequiredCapability.getName()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.ResourceDescriptor(ResourceDescriptionResolver)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addAttributes(Attribute...)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addAttributes(Class<E>)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addAttributes(Collection<? extends Attribute>)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addCapabilities(Capability...)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addCapabilities(Class<E>)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addCapabilities(Collection<? extends Capability>)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addExtraParameters(Attribute...)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addExtraParameters(AttributeDefinition...)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addExtraParameters(Class<E>)",3,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addExtraParameters(Collection<? extends Attribute>)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addRequiredChildren(Class<E>)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addRequiredChildren(PathElement...)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addRequiredSingletonChildren(Class<E>)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.addRequiredSingletonChildren(PathElement...)",4,1,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getAttributes()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getCapabilities()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getDescriptionResolver()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getExtraParameters()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getRequiredChildren()",4,0,1
"org.jboss.as.clustering.controller.ResourceDescriptor.getRequiredSingletonChildren()",4,0,1
"org.jboss.as.clustering.controller.ResourceServiceBuilder.configure(OperationContext,ModelNode)",10,2,1
"org.jboss.as.clustering.controller.ResourceServiceBuilderFactory.createBuilder(PathAddress)",n/a,1,n/a
"org.jboss.as.clustering.controller.ResourceServiceHandler.installServices(OperationContext,ModelNode)",n/a,2,n/a
"org.jboss.as.clustering.controller.ResourceServiceHandler.removeServices(OperationContext,ModelNode)",n/a,2,n/a
"org.jboss.as.clustering.controller.RestartParentResourceAddStepHandler.RestartParentResourceAddStepHandler(ResourceServiceBuilderFactory<T>,AddStepHandlerDescriptor)",3,2,1
"org.jboss.as.clustering.controller.RestartParentResourceAddStepHandler.RestartParentResourceAddStepHandler(ResourceServiceBuilderFactory<T>,AddStepHandlerDescriptor,ResourceServiceHandler)",4,3,1
"org.jboss.as.clustering.controller.RestartParentResourceAddStepHandler.execute(OperationContext,ModelNode)",5,2,1
"org.jboss.as.clustering.controller.RestartParentResourceRemoveStepHandler.RestartParentResourceRemoveStepHandler(ResourceServiceBuilderFactory<T>,RemoveStepHandlerDescriptor)",3,2,1
"org.jboss.as.clustering.controller.RestartParentResourceRemoveStepHandler.RestartParentResourceRemoveStepHandler(ResourceServiceBuilderFactory<T>,RemoveStepHandlerDescriptor,ResourceServiceHandler)",4,3,1
"org.jboss.as.clustering.controller.RestartParentResourceRemoveStepHandler.execute(OperationContext,ModelNode)",5,2,1
"org.jboss.as.clustering.controller.RestartParentResourceStepHandler.RestartParentResourceStepHandler(ResourceServiceBuilderFactory<T>)",4,1,1
"org.jboss.as.clustering.controller.RestartParentResourceStepHandler.getParentAddress(PathAddress)",4,1,1
"org.jboss.as.clustering.controller.RestartParentResourceStepHandler.getParentServiceName(PathAddress)",4,1,1
"org.jboss.as.clustering.controller.RestartParentResourceStepHandler.recreateParentService(OperationContext,PathAddress,ModelNode)",4,3,1
"org.jboss.as.clustering.controller.RestartParentResourceStepHandler.updateModel(OperationContext,ModelNode)",3,2,1
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.RestartParentResourceWriteAttributeHandler(ResourceServiceBuilderFactory<T>,WriteAttributeStepHandlerDescriptor)",5,2,1
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.finishModelStage(OperationContext,ModelNode,String,ModelNode,ModelNode,Resource)",13,6,3
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.getParentAddress(PathAddress)",4,1,1
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.getParentServiceName(PathAddress)",4,1,1
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.recreateParentService(OperationContext,PathAddress,ModelNode)",4,3,1
"org.jboss.as.clustering.controller.RestartParentResourceWriteAttributeHandler.register(ManagementResourceRegistration)",4,1,1
"org.jboss.as.clustering.controller.Schema.getNamespaceUri()",n/a,0,n/a
"org.jboss.as.clustering.controller.Schema.major()",n/a,0,n/a
"org.jboss.as.clustering.controller.Schema.minor()",n/a,0,n/a
"org.jboss.as.clustering.controller.Schema.since(S)",8,1,3
"org.jboss.as.clustering.controller.SimpleAliasEntry.SimpleAliasEntry(ManagementResourceRegistration)",3,1,1
"org.jboss.as.clustering.controller.SimpleAliasEntry.convertToTargetAddress(PathAddress,AliasContext)",15,2,4
"org.jboss.as.clustering.controller.SimpleAttribute.SimpleAttribute(AttributeDefinition)",3,1,1
"org.jboss.as.clustering.controller.SimpleAttribute.getDefinition()",4,0,1
"org.jboss.as.clustering.controller.SimpleResourceServiceHandler.SimpleResourceServiceHandler(ResourceServiceBuilderFactory<T>)",3,1,1
"org.jboss.as.clustering.controller.SimpleResourceServiceHandler.installServices(OperationContext,ModelNode)",4,2,1
"org.jboss.as.clustering.controller.SimpleResourceServiceHandler.removeServices(OperationContext,ModelNode)",4,2,1
"org.jboss.as.clustering.controller.SubsystemResourceDefinition.SubsystemResourceDefinition(PathElement,ResourceDescriptionResolver)",3,2,1
"org.jboss.as.clustering.controller.WriteAttributeStepHandlerDescriptor.getAttributes()",n/a,0,n/a
"org.jboss.as.clustering.controller.descriptions.SimpleResourceDescriptionResolver.SimpleResourceDescriptionResolver(String,String)",4,2,1
"org.jboss.as.clustering.controller.descriptions.SimpleResourceDescriptionResolver.addDescription(String,String)",3,2,1
"org.jboss.as.clustering.controller.descriptions.SimpleResourceDescriptionResolver.getResourceBundle(Locale)",4,1,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.SubsystemResourceDescriptionResolver(String,Class<? extends Extension>)",3,2,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.SubsystemResourceDescriptionResolver(String,Class<? extends Extension>,List<PathElement>)",5,3,2
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.SubsystemResourceDescriptionResolver(String,Class<? extends Extension>,PathElement...)",3,3,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getBundleKey(PathElement)",3,1,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getBundleKey(PathElement,String,String...)",3,3,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getBundleKey(PathElement,String[],String...)",3,3,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getBundleKey(String,PathElement)",3,2,1
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getBundleKey(String,PathElement,String[],String...)",13,4,5
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getChildTypeDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getNotificationDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationDeprecatedDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationParameterDeprecatedDescription(String,String,Locale,ResourceBundle)",10,4,5
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationParameterDescription(String,String,Locale,ResourceBundle)",10,4,5
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationParameterValueTypeDescription(String,String,Locale,ResourceBundle,String...)",10,5,5
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationReplyDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getOperationReplyValueTypeDescription(String,Locale,ResourceBundle,String...)",10,4,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getResourceAttributeDeprecatedDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getResourceAttributeDescription(String,Locale,ResourceBundle)",10,3,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getResourceAttributeValueTypeDescription(String,Locale,ResourceBundle,String...)",10,4,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getResourceDeprecatedDescription(Locale,ResourceBundle)",10,2,3
"org.jboss.as.clustering.controller.descriptions.SubsystemResourceDescriptionResolver.getResourceDescription(Locale,ResourceBundle)",10,2,3
"org.jboss.as.clustering.controller.transform.AttributeOperationTransformer.AttributeOperationTransformer(Map<String, OperationTransformer>)",3,1,1
"org.jboss.as.clustering.controller.transform.AttributeOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",6,3,2
"org.jboss.as.clustering.controller.transform.ChainedOperationTransformer.ChainedOperationTransformer(List<OperationTransformer>)",4,1,1
"org.jboss.as.clustering.controller.transform.ChainedOperationTransformer.ChainedOperationTransformer(List<OperationTransformer>,boolean)",13,2,1
"org.jboss.as.clustering.controller.transform.ChainedOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",51,3,12
"org.jboss.as.clustering.controller.transform.InitialAttributeValueOperationContextAttachment.getInitialValue(PathAddress,String)",3,2,1
"org.jboss.as.clustering.controller.transform.InitialAttributeValueOperationContextAttachment.keyFor(PathAddress,String)",3,2,1
"org.jboss.as.clustering.controller.transform.InitialAttributeValueOperationContextAttachment.putIfAbsentInitialValue(PathAddress,String,ModelNode)",3,3,1
"org.jboss.as.clustering.controller.transform.LegacyPropertyAddOperationTransformer.transformOperation(ModelNode)",24,1,4
"org.jboss.as.clustering.controller.transform.LegacyPropertyMapGetOperationTransformer.transformOperation(ModelNode)",11,1,2
"org.jboss.as.clustering.controller.transform.LegacyPropertyResourceTransformer.transformPropertiesToChildrenResources(ModelNode,PathAddress,ResourceTransformationContext)",12,3,3
"org.jboss.as.clustering.controller.transform.LegacyPropertyResourceTransformer.transformResource(ResourceTransformationContext,PathAddress,Resource)",8,3,1
"org.jboss.as.clustering.controller.transform.LegacyPropertyWriteOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",69,3,14
"org.jboss.as.clustering.controller.transform.OperationTransformer.transformOperation(ModelNode)",n/a,1,n/a
"org.jboss.as.clustering.controller.transform.PathAddressTransformer.transform(PathAddress)",n/a,1,n/a
"org.jboss.as.clustering.controller.transform.RequiredChildResourceDiscardPolicy.RequiredChildResourceDiscardPolicy(DiscardPolicy)",3,1,1
"org.jboss.as.clustering.controller.transform.RequiredChildResourceDiscardPolicy.checkResource(TransformationContext,PathAddress)",15,2,4
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.SimpleAddOperationTransformer(OperationTransformer)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.SimpleAddOperationTransformer(PathAddressTransformer)",4,1,1
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.addAttributes(Attribute...)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.addAttributes(Class<E>)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.addAttributes(Collection<? extends Attribute>)",4,1,1
"org.jboss.as.clustering.controller.transform.SimpleAddOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",11,3,3
"org.jboss.as.clustering.controller.transform.SimpleAttributeConverter.Converter.convert(PathAddress,String,ModelNode,ModelNode,TransformationContext)",n/a,5,n/a
"org.jboss.as.clustering.controller.transform.SimpleAttributeConverter.SimpleAttributeConverter(Converter)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleAttributeConverter.convertOperationParameter(PathAddress,String,ModelNode,ModelNode,TransformationContext)",4,5,1
"org.jboss.as.clustering.controller.transform.SimpleAttributeConverter.convertResourceAttribute(PathAddress,String,ModelNode,TransformationContext)",4,4,1
"org.jboss.as.clustering.controller.transform.SimpleDescribeOperationTransformer.SimpleDescribeOperationTransformer(PathAddressTransformer)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleDescribeOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",8,3,1
"org.jboss.as.clustering.controller.transform.SimpleOperationTransformer.SimpleOperationTransformer(OperationTransformer)",3,1,1
"org.jboss.as.clustering.controller.transform.SimpleOperationTransformer.SimpleOperationTransformer(OperationTransformer,OperationResultTransformer)",4,2,1
"org.jboss.as.clustering.controller.transform.SimpleOperationTransformer.transformOperation(TransformationContext,PathAddress,ModelNode)",7,3,1
"org.jboss.as.clustering.controller.transform.SimplePathOperationTransformer.SimplePathOperationTransformer(PathAddressTransformer)",3,1,1
